02:09:06.9078 [INFO] uart5: [output] CANTRIP> [scantrip_memory_manager::memory_manager::Untyped describe: seL4_Untyped_Describe { error: 2, remainingBytes: 229376, sizeBits: 19 }
02:09:06.9080 [INFO] uart5: [virt:  2.01s (+0.7ms)] CANTRIP> [scantrip_memory_manager::memory_manager::Untyped describe: seL4_Untyped_Describe { error: 2, remainingBytes: 229376, sizeBits: 19 }
02:09:06.9136 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::find_best_slab: remaining: 229376, ut sizebits: 19, ut size: 524288. size_bits 18
02:09:06.9137 [INFO] uart5: [virt:  2.01s (+0.3ms)] cantrip_memory_manager::memory_manager::find_best_slab: remaining: 229376, ut sizebits: 19, ut size: 524288. size_bits 18
02:09:06.9156 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Alignment: 32768
02:09:06.9157 [INFO] uart5: [virt:  2.01s (+0.2ms)] cantrip_memory_manager::memory_manager::Alignment: 32768
02:09:06.9235 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Best slab, free_index 294912, aligned_free_index 294912, slab_size: 32768 best_bits: 15
02:09:06.9236 [INFO] uart5: [virt:  2.01s (+0.4ms)] cantrip_memory_manager::memory_manager::Best slab, free_index 294912, aligned_free_index 294912, slab_size: 32768 best_bits: 15
02:09:06.9301 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Align slab split! cptr: 78 paddr base: 672956416 paddr top: 672989184
02:09:06.9302 [INFO] uart5: [virt:  2.01s (+0.3ms)] cantrip_memory_manager::memory_manager::Align slab split! cptr: 78 paddr base: 672956416 paddr top: 672989184
02:09:06.9326 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::find_best_slab: remaining: 196608, ut sizebits: 19, ut size: 524288. size_bits 18
02:09:06.9328 [INFO] uart5: [virt:  2.01s (+0.3ms)] cantrip_memory_manager::memory_manager::find_best_slab: remaining: 196608, ut sizebits: 19, ut size: 524288. size_bits 18
02:09:06.9347 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Alignment: 65536
02:09:06.9349 [INFO] uart5: [virt:  2.02s (+0.3ms)] cantrip_memory_manager::memory_manager::Alignment: 65536
02:09:06.9372 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Best slab, free_index 327680, aligned_free_index 327680, slab_size: 65536 best_bits: 16
02:09:06.9373 [INFO] uart5: [virt:  2.02s (+0.3ms)] cantrip_memory_manager::memory_manager::Best slab, free_index 327680, aligned_free_index 327680, slab_size: 65536 best_bits: 16
02:09:06.9433 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Align slab split! cptr: 79 paddr base: 672989184 paddr top: 673054720
02:09:06.9434 [INFO] uart5: [virt:  2.02s (+0.3ms)] cantrip_memory_manager::memory_manager::Align slab split! cptr: 79 paddr base: 672989184 paddr top: 673054720
02:09:06.9460 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::find_best_slab: remaining: 131072, ut sizebits: 19, ut size: 524288. size_bits 18
02:09:06.9461 [INFO] uart5: [virt:  2.02s (+0.4ms)] cantrip_memory_manager::memory_manager::find_best_slab: remaining: 131072, ut sizebits: 19, ut size: 524288. size_bits 18
02:09:06.9483 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Alignment: 131072
02:09:06.9485 [INFO] uart5: [virt:  2.02s (+0.2ms)] cantrip_memory_manager::memory_manager::Alignment: 131072
02:09:06.9520 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Best slab, free_index 393216, aligned_free_index 393216, slab_size: 131072 best_bits: 17
02:09:06.9521 [INFO] uart5: [virt:  2.02s (+0.4ms)] cantrip_memory_manager::memory_manager::Best slab, free_index 393216, aligned_free_index 393216, slab_size: 131072 best_bits: 17
02:09:06.9584 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Align slab split! cptr: 80 paddr base: 673054720 paddr top: 673185792
02:09:06.9585 [INFO] uart5: [virt:  2.02s (+0.3ms)] cantrip_memory_manager::memory_manager::Align slab split! cptr: 80 paddr base: 673054720 paddr top: 673185792
02:09:06.9609 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::find_best_slab: remaining: 0, ut sizebits: 19, ut size: 524288. size_bits 18
02:09:06.9610 [INFO] uart5: [virt:  2.02s (+0.3ms)] cantrip_memory_manager::memory_manager::find_best_slab: remaining: 0, ut sizebits: 19, ut size: 524288. size_bits 18
02:09:06.9638 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Untyped slab after filling: seL4_Untyped_Describe { error: 2, remainingBytes: 0, sizeBits: 19 }
02:09:06.9639 [INFO] uart5: [virt:  2.02s (+0.4ms)] cantrip_memory_manager::memory_manager::Untyped slab after filling: seL4_Untyped_Describe { error: 2, remainingBytes: 0, sizeBits: 19 }
02:09:06.9787 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 58 Base pptr: 671612928 top pptr: 672137216
02:09:06.9788 [INFO] uart5: [virt:  2.02s (+6.1ms)] cantrip_memory_manager::memory_manager::Slab: 58 Base pptr: 671612928 top pptr: 672137216
02:09:06.9810 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 65 Base pptr: 674234368 top pptr: 674758656
02:09:06.9811 [INFO] uart5: [virt:  2.02s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 65 Base pptr: 674234368 top pptr: 674758656
02:09:06.9862 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 57 Base pptr: 671350784 top pptr: 671612928
02:09:06.9863 [INFO] uart5: [virt:  2.02s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 57 Base pptr: 671350784 top pptr: 671612928
02:09:06.9889 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 66 Base pptr: 674758656 top pptr: 675020800
02:09:06.9890 [INFO] uart5: [virt:  2.02s (+0.2ms)] cantrip_memory_manager::memory_manager::Slab: 66 Base pptr: 674758656 top pptr: 675020800
02:09:06.9912 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 62 Base pptr: 672399360 top pptr: 672661504
02:09:06.9913 [INFO] uart5: [virt:  2.02s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 62 Base pptr: 672399360 top pptr: 672661504
02:09:06.9931 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 80 Base pptr: 673054720 top pptr: 673185792
02:09:06.9932 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 80 Base pptr: 673054720 top pptr: 673185792
02:09:06.9978 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 56 Base pptr: 671219712 top pptr: 671350784
02:09:06.9979 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 56 Base pptr: 671219712 top pptr: 671350784
02:09:07.0002 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 67 Base pptr: 675020800 top pptr: 675151872
02:09:07.0003 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 67 Base pptr: 675020800 top pptr: 675151872
02:09:07.0021 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 61 Base pptr: 672268288 top pptr: 672399360
02:09:07.0023 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 61 Base pptr: 672268288 top pptr: 672399360
02:09:07.0070 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 60 Base pptr: 672202752 top pptr: 672268288
02:09:07.0071 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 60 Base pptr: 672202752 top pptr: 672268288
02:09:07.0089 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 79 Base pptr: 672989184 top pptr: 673054720
02:09:07.0090 [INFO] uart5: [virt:  2.03s (+0.2ms)] cantrip_memory_manager::memory_manager::Slab: 79 Base pptr: 672989184 top pptr: 673054720
02:09:07.0109 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 59 Base pptr: 672137216 top pptr: 672202752
02:09:07.0110 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 59 Base pptr: 672137216 top pptr: 672202752
02:09:07.0130 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 68 Base pptr: 675151872 top pptr: 675217408
02:09:07.0131 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 68 Base pptr: 675151872 top pptr: 675217408
02:09:07.0185 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 78 Base pptr: 672956416 top pptr: 672989184
02:09:07.0186 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 78 Base pptr: 672956416 top pptr: 672989184
02:09:07.0208 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 75 Base pptr: 675217408 top pptr: 675250176
02:09:07.0208 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 75 Base pptr: 675217408 top pptr: 675250176
02:09:07.0236 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 74 Base pptr: 675266560 top pptr: 675282944
02:09:07.0237 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 74 Base pptr: 675266560 top pptr: 675282944
02:09:07.0292 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 76 Base pptr: 671088640 top pptr: 671096832
02:09:07.0293 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 76 Base pptr: 671088640 top pptr: 671096832
02:09:07.0316 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 55 Base pptr: 671215616 top pptr: 671219712
02:09:07.0318 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 55 Base pptr: 671215616 top pptr: 671219712
02:09:07.0351 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 73 Base pptr: 675262464 top pptr: 675266560
02:09:07.0352 [INFO] uart5: [virt:  2.03s (+0.2ms)] cantrip_memory_manager::memory_manager::Slab: 73 Base pptr: 675262464 top pptr: 675266560
02:09:07.0416 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 72 Base pptr: 675260416 top pptr: 675262464
02:09:07.0417 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 72 Base pptr: 675260416 top pptr: 675262464
02:09:07.0442 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 71 Base pptr: 675259392 top pptr: 675260416
02:09:07.0443 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 71 Base pptr: 675259392 top pptr: 675260416
02:09:07.0463 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::Slab: 70 Base pptr: 675258880 top pptr: 675259392
02:09:07.0464 [INFO] uart5: [virt:  2.03s (+0.3ms)] cantrip_memory_manager::memory_manager::Slab: 70 Base pptr: 675258880 top pptr: 675259392
02:09:07.0531 [INFO] uart5: [output] cantrip_memory_manager::Global memory: 0 allocated 2723584 free, reserved: 114688 kernel 1343488 user
02:09:07.0532 [INFO] uart5: [virt:  2.03s (+0.4ms)] cantrip_memory_manager::Global memory: 0 allocated 2723584 free, reserved: 114688 kernel 1343488 user
02:09:07.0800 [INFO] uart5: [output] synthetic_random_alloc 42 1000 16 latency best_fit
02:09:07.0800 [INFO] uart5: [virt:  2.03s (+2.7ms)] synthetic_random_alloc 42 1000 16 latency best_fit
02:09:07.0831 [INFO] uart5: [output] Begin synthetic workload!
02:09:07.0832 [INFO] uart5: [virt:  2.03s (+0.2ms)] Begin synthetic workload!
02:09:07.0916 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 17411, 'allocation': true}
02:09:07.0917 [INFO] uart5: [virt:  2.03s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 17411, 'allocation': true}
02:09:07.0971 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 253931, 'allocation': false}
02:09:07.0972 [INFO] uart5: [virt:  2.04s (+3.1ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 253931, 'allocation': false}
02:09:07.1042 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 24576, 'bytes in-use': 8192, 'obj-in-use': 1, 'instruction count': 11054, 'allocation': true}
02:09:07.1043 [INFO] uart5: [virt:  2.04s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 24576, 'bytes in-use': 8192, 'obj-in-use': 1, 'instruction count': 11054, 'allocation': true}
02:09:07.1084 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 25088, 'bytes in-use': 8704, 'obj-in-use': 2, 'instruction count': 5703, 'allocation': true}
02:09:07.1085 [INFO] uart5: [virt:  2.04s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 25088, 'bytes in-use': 8704, 'obj-in-use': 2, 'instruction count': 5703, 'allocation': true}
02:09:07.1174 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37376, 'bytes in-use': 20992, 'obj-in-use': 5, 'instruction count': 18339, 'allocation': true}
02:09:07.1174 [INFO] uart5: [virt:  2.04s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37376, 'bytes in-use': 20992, 'obj-in-use': 5, 'instruction count': 18339, 'allocation': true}
02:09:07.1216 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37376, 'bytes in-use': 8704, 'obj-in-use': 2, 'instruction count': 4286, 'allocation': false}
02:09:07.1243 [INFO] uart5: [virt:  2.04s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37376, 'bytes in-use': 8704, 'obj-in-use': 2, 'instruction count': 4286, 'allocation': false}
02:09:07.1282 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37408, 'bytes in-use': 8736, 'obj-in-use': 3, 'instruction count': 6085, 'allocation': true}
02:09:07.1283 [INFO] uart5: [virt:  2.04s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37408, 'bytes in-use': 8736, 'obj-in-use': 3, 'instruction count': 6085, 'allocation': true}
02:09:07.1359 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37424, 'bytes in-use': 8752, 'obj-in-use': 4, 'instruction count': 5271, 'allocation': true}
02:09:07.1360 [INFO] uart5: [virt:  2.04s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37424, 'bytes in-use': 8752, 'obj-in-use': 4, 'instruction count': 5271, 'allocation': true}
02:09:07.1399 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 57904, 'bytes in-use': 29232, 'obj-in-use': 9, 'instruction count': 5381, 'allocation': true}
02:09:07.1400 [INFO] uart5: [virt:  2.04s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 57904, 'bytes in-use': 29232, 'obj-in-use': 9, 'instruction count': 5381, 'allocation': true}
02:09:07.1463 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 58416, 'bytes in-use': 29744, 'obj-in-use': 10, 'instruction count': 5251, 'allocation': true}
02:09:07.1464 [INFO] uart5: [virt:  2.04s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 58416, 'bytes in-use': 29744, 'obj-in-use': 10, 'instruction count': 5251, 'allocation': true}
02:09:07.1496 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 59440, 'bytes in-use': 30768, 'obj-in-use': 11, 'instruction count': 7152, 'allocation': true}
02:09:07.1497 [INFO] uart5: [virt:  2.04s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 59440, 'bytes in-use': 30768, 'obj-in-use': 11, 'instruction count': 7152, 'allocation': true}
02:09:07.1561 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 59456, 'bytes in-use': 30784, 'obj-in-use': 12, 'instruction count': 5375, 'allocation': true}
02:09:07.1562 [INFO] uart5: [virt:  2.04s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 59456, 'bytes in-use': 30784, 'obj-in-use': 12, 'instruction count': 5375, 'allocation': true}
02:09:07.1647 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 92224, 'bytes in-use': 63552, 'obj-in-use': 20, 'instruction count': 30836, 'allocation': true}
02:09:07.1648 [INFO] uart5: [virt:  2.04s (+0.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 92224, 'bytes in-use': 63552, 'obj-in-use': 20, 'instruction count': 30836, 'allocation': true}
02:09:07.1686 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 92240, 'bytes in-use': 63568, 'obj-in-use': 21, 'instruction count': 5341, 'allocation': true}
02:09:07.1687 [INFO] uart5: [virt:  2.04s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 92240, 'bytes in-use': 63568, 'obj-in-use': 21, 'instruction count': 5341, 'allocation': true}
02:09:07.1729 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 92256, 'bytes in-use': 63584, 'obj-in-use': 22, 'instruction count': 5215, 'allocation': true}
02:09:07.1730 [INFO] uart5: [virt:  2.04s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 92256, 'bytes in-use': 63584, 'obj-in-use': 22, 'instruction count': 5215, 'allocation': true}
02:09:07.1800 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 92288, 'bytes in-use': 63616, 'obj-in-use': 23, 'instruction count': 5342, 'allocation': true}
02:09:07.1801 [INFO] uart5: [virt:  2.04s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 92288, 'bytes in-use': 63616, 'obj-in-use': 23, 'instruction count': 5342, 'allocation': true}
02:09:07.1867 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 96384, 'bytes in-use': 67712, 'obj-in-use': 24, 'instruction count': 7720, 'allocation': true}
02:09:07.1868 [INFO] uart5: [virt:  2.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 96384, 'bytes in-use': 67712, 'obj-in-use': 24, 'instruction count': 7720, 'allocation': true}
02:09:07.1915 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 96512, 'bytes in-use': 67840, 'obj-in-use': 25, 'instruction count': 5301, 'allocation': true}
02:09:07.1941 [INFO] uart5: [virt:  2.05s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 96512, 'bytes in-use': 67840, 'obj-in-use': 25, 'instruction count': 5301, 'allocation': true}
02:09:07.1994 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 97024, 'bytes in-use': 68352, 'obj-in-use': 26, 'instruction count': 5014, 'allocation': true}
02:09:07.1996 [INFO] uart5: [virt:  2.05s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 97024, 'bytes in-use': 68352, 'obj-in-use': 26, 'instruction count': 5014, 'allocation': true}
02:09:07.2062 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 97040, 'bytes in-use': 68368, 'obj-in-use': 27, 'instruction count': 8442, 'allocation': true}
02:09:07.2063 [INFO] uart5: [virt:  2.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 97040, 'bytes in-use': 68368, 'obj-in-use': 27, 'instruction count': 8442, 'allocation': true}
02:09:07.2131 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 97072, 'bytes in-use': 68400, 'obj-in-use': 28, 'instruction count': 5284, 'allocation': true}
02:09:07.2133 [INFO] uart5: [virt:  2.05s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 97072, 'bytes in-use': 68400, 'obj-in-use': 28, 'instruction count': 5284, 'allocation': true}
02:09:07.2170 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 97088, 'bytes in-use': 68416, 'obj-in-use': 29, 'instruction count': 5283, 'allocation': true}
02:09:07.2171 [INFO] uart5: [virt:  2.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 97088, 'bytes in-use': 68416, 'obj-in-use': 29, 'instruction count': 5283, 'allocation': true}
02:09:07.2203 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 97104, 'bytes in-use': 68432, 'obj-in-use': 30, 'instruction count': 5157, 'allocation': true}
02:09:07.2204 [INFO] uart5: [virt:  2.05s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 97104, 'bytes in-use': 68432, 'obj-in-use': 30, 'instruction count': 5157, 'allocation': true}
02:09:07.2288 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 97120, 'bytes in-use': 68448, 'obj-in-use': 31, 'instruction count': 5157, 'allocation': true}
02:09:07.2289 [INFO] uart5: [virt:  2.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 97120, 'bytes in-use': 68448, 'obj-in-use': 31, 'instruction count': 5157, 'allocation': true}
02:09:07.2348 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 97136, 'bytes in-use': 68464, 'obj-in-use': 32, 'instruction count': 5283, 'allocation': true}
02:09:07.2349 [INFO] uart5: [virt:  2.05s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 97136, 'bytes in-use': 68464, 'obj-in-use': 32, 'instruction count': 5283, 'allocation': true}
02:09:07.2435 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 97648, 'bytes in-use': 68976, 'obj-in-use': 33, 'instruction count': 5289, 'allocation': true}
02:09:07.2436 [INFO] uart5: [virt:  2.05s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 97648, 'bytes in-use': 68976, 'obj-in-use': 33, 'instruction count': 5289, 'allocation': true}
02:09:07.2527 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 97648, 'bytes in-use': 68960, 'obj-in-use': 32, 'instruction count': 1744, 'allocation': false}
02:09:07.2528 [INFO] uart5: [virt:  2.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 97648, 'bytes in-use': 68960, 'obj-in-use': 32, 'instruction count': 1744, 'allocation': false}
02:09:07.2623 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 99696, 'bytes in-use': 71008, 'obj-in-use': 33, 'instruction count': 4817, 'allocation': true}
02:09:07.2624 [INFO] uart5: [virt:  2.05s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 99696, 'bytes in-use': 71008, 'obj-in-use': 33, 'instruction count': 4817, 'allocation': true}
02:09:07.2712 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 99696, 'bytes in-use': 70992, 'obj-in-use': 32, 'instruction count': 1730, 'allocation': false}
02:09:07.2713 [INFO] uart5: [virt:  2.05s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 99696, 'bytes in-use': 70992, 'obj-in-use': 32, 'instruction count': 1730, 'allocation': false}
02:09:07.2755 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 99728, 'bytes in-use': 71024, 'obj-in-use': 33, 'instruction count': 5282, 'allocation': true}
