02:21:32.1880 [INFO] uart5: [output] CANTRIP> [ssynthetic_random_alloc 42 1000 32 latency next_fit
02:21:32.1881 [INFO] uart5: [virt: 7.21s (+16.4ms)] CANTRIP> [ssynthetic_random_alloc 42 1000 32 latency next_fit
02:21:32.1891 [INFO] uart5: [output] Begin synthetic workload!
02:21:32.1892 [INFO] uart5: [virt:  7.21s (+0.2ms)] Begin synthetic workload!
02:21:32.1965 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 424540, 'allocation': true}
02:21:32.1966 [INFO] uart5: [virt:  7.21s (+4.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 424540, 'allocation': true}
02:21:32.2050 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 253751, 'allocation': false}
02:21:32.2051 [INFO] uart5: [virt:    7.22s (+3ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 253751, 'allocation': false}
02:21:32.2083 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 24576, 'bytes in-use': 8192, 'obj-in-use': 1, 'instruction count': 14716, 'allocation': true}
02:21:32.2084 [INFO] uart5: [virt:  7.22s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 24576, 'bytes in-use': 8192, 'obj-in-use': 1, 'instruction count': 14716, 'allocation': true}
02:21:32.2107 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 25088, 'bytes in-use': 8704, 'obj-in-use': 2, 'instruction count': 1633, 'allocation': true}
02:21:32.2108 [INFO] uart5: [virt:  7.22s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 25088, 'bytes in-use': 8704, 'obj-in-use': 2, 'instruction count': 1633, 'allocation': true}
02:21:32.2162 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37376, 'bytes in-use': 20992, 'obj-in-use': 5, 'instruction count': 1734, 'allocation': true}
02:21:32.2162 [INFO] uart5: [virt:  7.22s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37376, 'bytes in-use': 20992, 'obj-in-use': 5, 'instruction count': 1734, 'allocation': true}
02:21:32.2190 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37376, 'bytes in-use': 8704, 'obj-in-use': 2, 'instruction count': 4194, 'allocation': false}
